2021-06-24 13:06:713 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 20:06:862 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (cb226158f233f49e46a594f8756043dd)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 20:06:139 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (cb226158f233f49e46a594f8756043dd)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 20:06:950 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 20:06:519 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (c89ea00f159626a378ffa00c45208b82)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 20:06:961 INFO  BankManagerLoginPage :18 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (c89ea00f159626a378ffa00c45208b82)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 20:06:889 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (c89ea00f159626a378ffa00c45208b82)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 20:06:83 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (c89ea00f159626a378ffa00c45208b82)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 20:06:277 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (c89ea00f159626a378ffa00c45208b82)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 20:06:21 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 20:06:651 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (45b65c87518dc9993d905fd8e467a517)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 20:06:294 INFO  BankManagerLoginPage :18 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (45b65c87518dc9993d905fd8e467a517)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 20:06:231 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (45b65c87518dc9993d905fd8e467a517)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 20:06:577 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (45b65c87518dc9993d905fd8e467a517)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 20:06:762 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (45b65c87518dc9993d905fd8e467a517)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 20:06:875 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 20:06:410 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (6cfb8b2d77da32b747e08af247aaa37c)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 20:06:24 INFO  BankManagerLoginPage :18 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (6cfb8b2d77da32b747e08af247aaa37c)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 20:06:376 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (6cfb8b2d77da32b747e08af247aaa37c)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 20:06:624 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (6cfb8b2d77da32b747e08af247aaa37c)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 20:06:860 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (6cfb8b2d77da32b747e08af247aaa37c)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 20:06:991 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 20:06:186 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (ef80631fcb34897bfc2b1d7fcb1b4b65)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 20:06:542 INFO  BankManagerLoginPage :18 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (ef80631fcb34897bfc2b1d7fcb1b4b65)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 21:06:126 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (ef80631fcb34897bfc2b1d7fcb1b4b65)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 21:06:757 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (ef80631fcb34897bfc2b1d7fcb1b4b65)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 21:06:982 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (ef80631fcb34897bfc2b1d7fcb1b4b65)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 21:06:129 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 21:06:78 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (965d7b3efafe938d752405dcb5d8bfb6)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 21:06:438 INFO  BankManagerLoginPage :18 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (965d7b3efafe938d752405dcb5d8bfb6)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 21:06:294 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (965d7b3efafe938d752405dcb5d8bfb6)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 21:06:559 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (965d7b3efafe938d752405dcb5d8bfb6)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 21:06:255 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (965d7b3efafe938d752405dcb5d8bfb6)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 21:06:759 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 21:06:884 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (e192a50a5af30b6487b38a27c5e59c3c)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 21:06:570 INFO  BankManagerLoginPage :18 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (e192a50a5af30b6487b38a27c5e59c3c)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 21:06:509 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (e192a50a5af30b6487b38a27c5e59c3c)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 21:06:793 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (e192a50a5af30b6487b38a27c5e59c3c)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 21:06:57 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (e192a50a5af30b6487b38a27c5e59c3c)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 21:06:301 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 21:06:441 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (e5bde4105b6fc356ea893062cfe54416)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 21:06:851 INFO  BankManagerLoginPage :18 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (e5bde4105b6fc356ea893062cfe54416)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 21:06:79 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (e5bde4105b6fc356ea893062cfe54416)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 21:06:704 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (e5bde4105b6fc356ea893062cfe54416)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 21:06:45 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (e5bde4105b6fc356ea893062cfe54416)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 21:06:413 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 21:06:963 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (dbcf4f00dafc672dfce96e4dab946112)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 21:06:783 INFO  BankManagerLoginPage :18 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (dbcf4f00dafc672dfce96e4dab946112)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 21:06:597 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (dbcf4f00dafc672dfce96e4dab946112)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 21:06:68 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (dbcf4f00dafc672dfce96e4dab946112)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 21:06:384 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (dbcf4f00dafc672dfce96e4dab946112)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 21:06:769 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 21:06:76 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (00a7bf7f31c24203b078ac8ae323ec19)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 21:06:581 INFO  BankManagerLoginPage :18 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (00a7bf7f31c24203b078ac8ae323ec19)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 21:06:130 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (00a7bf7f31c24203b078ac8ae323ec19)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 21:06:723 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (00a7bf7f31c24203b078ac8ae323ec19)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 21:06:929 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (00a7bf7f31c24203b078ac8ae323ec19)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 21:06:364 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 21:06:458 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (4368b709bfcdd6324aba7e84edb72767)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 21:06:960 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (4368b709bfcdd6324aba7e84edb72767)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-24 21:06:911 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 21:06:521 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (43be4e8a2f5d2618b635ab88ef62d205)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 21:06:909 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (43be4e8a2f5d2618b635ab88ef62d205)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-24 22:06:875 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 22:06:462 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (bb515802348f4110f5ef66033b5fe5f7)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 22:06:74 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (bb515802348f4110f5ef66033b5fe5f7)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-24 22:06:584 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 22:06:585 INFO  HomePage :18 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (8cfb0ec972a701aebff811c89688fbd1)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 22:06:957 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (8cfb0ec972a701aebff811c89688fbd1)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-24 22:06:303 INFO  OpenAccountPage :25 - Select customer from drop down list [[ChromeDriver: chrome on WINDOWS (8cfb0ec972a701aebff811c89688fbd1)] -> xpath: //select[@id='userSelect']]
2021-06-24 22:06:692 INFO  OpenAccountPage :30 - select currency from drop down list[[ChromeDriver: chrome on WINDOWS (8cfb0ec972a701aebff811c89688fbd1)] -> xpath: //select[@id='currency']]
2021-06-24 22:06:140 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 22:06:529 INFO  HomePage :21 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (c7dc7c4c45377a73dc02f58441356792)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 22:06:832 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (c7dc7c4c45377a73dc02f58441356792)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-24 22:06:482 INFO  OpenAccountPage :25 - Select customer 5from drop down list [[ChromeDriver: chrome on WINDOWS (c7dc7c4c45377a73dc02f58441356792)] -> xpath: //select[@id='userSelect']]
2021-06-24 22:06:263 INFO  OpenAccountPage :30 - select currency Poundfrom drop down list[[ChromeDriver: chrome on WINDOWS (c7dc7c4c45377a73dc02f58441356792)] -> xpath: //select[@id='currency']]
2021-06-24 22:06:536 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 22:06:437 INFO  HomePage :21 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (1da3eab14a1ea233afe46dee42ce645f)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 22:06:835 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (1da3eab14a1ea233afe46dee42ce645f)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-24 22:06:398 INFO  OpenAccountPage :25 - Select customer 5from drop down list [[ChromeDriver: chrome on WINDOWS (1da3eab14a1ea233afe46dee42ce645f)] -> xpath: //select[@id='userSelect']]
2021-06-24 22:06:578 INFO  OpenAccountPage :30 - select currency Poundfrom drop down list[[ChromeDriver: chrome on WINDOWS (1da3eab14a1ea233afe46dee42ce645f)] -> xpath: //select[@id='currency']]
2021-06-24 22:06:406 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 22:06:801 INFO  HomePage :21 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (0824d9030863e0525ff8e0c6b7beb62b)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 22:06:727 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (0824d9030863e0525ff8e0c6b7beb62b)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 22:06:313 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (0824d9030863e0525ff8e0c6b7beb62b)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 22:06:682 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (0824d9030863e0525ff8e0c6b7beb62b)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 22:06:158 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (0824d9030863e0525ff8e0c6b7beb62b)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 22:06:732 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 22:06:142 INFO  HomePage :21 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (4ae26a3a348849b83b9227b0afb1717c)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 22:06:722 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (4ae26a3a348849b83b9227b0afb1717c)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 22:06:927 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (4ae26a3a348849b83b9227b0afb1717c)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 22:06:495 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (4ae26a3a348849b83b9227b0afb1717c)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 22:06:988 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (4ae26a3a348849b83b9227b0afb1717c)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 23:06:555 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 23:06:325 INFO  HomePage :21 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (05bed6f55952dbd2ba81179d9c21b761)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 23:06:827 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (05bed6f55952dbd2ba81179d9c21b761)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 23:06:763 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (05bed6f55952dbd2ba81179d9c21b761)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 23:06:586 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (05bed6f55952dbd2ba81179d9c21b761)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 23:06:93 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (05bed6f55952dbd2ba81179d9c21b761)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 23:06:713 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 23:06:491 INFO  HomePage :21 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (cb0b301c00e6d4795ff9984bf819e01b)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 23:06:955 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (cb0b301c00e6d4795ff9984bf819e01b)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-24 23:06:26 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 23:06:231 INFO  HomePage :21 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (4c1f90c59c58b678a1868809f0be8e78)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-24 23:06:562 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (4c1f90c59c58b678a1868809f0be8e78)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-24 23:06:910 INFO  AddCustomerPage :29 - Enter first name [[ChromeDriver: chrome on WINDOWS (4c1f90c59c58b678a1868809f0be8e78)] -> xpath: //input[@placeholder='First Name']]
2021-06-24 23:06:171 INFO  AddCustomerPage :34 - Enter last name [[ChromeDriver: chrome on WINDOWS (4c1f90c59c58b678a1868809f0be8e78)] -> xpath: //input[@placeholder='Last Name']]
2021-06-24 23:06:400 INFO  AddCustomerPage :39 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (4c1f90c59c58b678a1868809f0be8e78)] -> xpath: //input[@placeholder='Post Code']]
2021-06-24 23:06:530 INFO  BasePage :36 - Launching Chrome Browser
2021-06-24 23:06:474 INFO  HomePage :21 - Clicking on Bank Manager ButtonProxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Bank Manager Login')]'
2021-06-24 23:06:680 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (6223a98be059c3978c198cc5e6918308)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-25 00:06:84 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 00:06:502 INFO  HomePage :21 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (f44255cd94a619681f4e5e940f48faea)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 00:06:846 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (f44255cd94a619681f4e5e940f48faea)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-25 00:06:05 INFO  AddCustomerPage :31 - Enter first name [[ChromeDriver: chrome on WINDOWS (f44255cd94a619681f4e5e940f48faea)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 00:06:348 INFO  AddCustomerPage :36 - Enter last name [[ChromeDriver: chrome on WINDOWS (f44255cd94a619681f4e5e940f48faea)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 00:06:823 INFO  AddCustomerPage :41 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (f44255cd94a619681f4e5e940f48faea)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 00:06:757 INFO  BasePage :47 - wrong Browser name
